data,hora,temp_inst,umid_inst,pto_orvalho_inst,pressao,vento_direcao,vento_vel, vento_rajada,radiacao,precipitacao
17/10/2017,13,24.6,57,15.5,943.2,1.5,188,6.4,2510,0
17/10/2017,16,27.1,48,15.3,941.3,1.4,99,5.2,1667,0
17/10/2017,17,28.9,43,15.2,940.4,1.6,72,6,2969,0
17/10/2017,15,26.1,50,15,941.9,1.5,250,4.3,1362,0
17/10/2017,0,20.3,76,15.9,942,0.1,35,2.5,-3.5,0
17/10/2017,10,19,81,15.6,943,0.4,53,2.5,454.7,0
17/10/2017,8,15.9,94,14.9,941.7,0,28,0.6,-3.32,0
17/10/2017,23,20.4,70,14.8,942.6,2,58,6.4,-2.94,0
17/10/2017,2,18.5,84,15.7,942,0.1,103,1.3,-3.54,0
17/10/2017,22,21.7,66,15.1,941.9,3.1,40,7.1,-2.92,0
17/10/2017,19,28,45,14.8,939.8,1.5,33,5.6,1210,0
17/10/2017,21,23.2,62,15.6,941,0.5,114,5.9,7.506,0
17/10/2017,3,18.1,86,15.6,941.6,0.4,233,1.4,-3.51,0
17/10/2017,20,24.5,55,14.8,940.2,0.8,94,5.6,312.9,0
17/10/2017,9,17.4,88,15.4,942.3,0.1,66,1.3,127.6,0
18/10/2017,18,29,29,9.2,937.7,3.2,13,8.6,2651,0
18/10/2017,6,15.5,90,13.9,940.4,0,113,0.7,-3.54,0
18/10/2017,8,15.4,93,14.3,941.7,0,36,0.4,-2.09,0
18/10/2017,12,23.1,46,10.9,942.7,2.4,37,5.7,2592,0
18/10/2017,2,19.5,73,14.6,942.3,0,44,2.5,-3.39,0
18/10/2017,1,19.9,72,14.7,942.8,1.4,303,2.5,-3.28,0
18/10/2017,19,28.3,30,9.1,937.5,2.6,18,8.6,1761,0
18/10/2017,5,16.7,86,14.3,940.8,0,63,1,-3.54,0
18/10/2017,23,21.2,50,10.3,938.9,0.3,45,3.9,-3.54,0
18/10/2017,15,27.6,30,8.6,940.4,1.5,322,6.9,3691,0
18/10/2017,7,14.9,92,13.7,941,0,224,0.6,-3.53,0
18/10/2017,13,24.8,41,10.8,942.5,2.9,17,6.9,3235,0
18/10/2017,14,25.6,37,9.8,941.4,2.4,16,7.4,3399,0
18/10/2017,17,28.4,30,9.2,938.3,2,46,7.3,2893,0
18/10/2017,16,28.3,30,9,939.3,2.3,357,7.3,3422,0
18/10/2017,11,21.4,53,11.5,942.9,2.1,29,5,1784,0
18/10/2017,4,18.2,80,14.6,941.3,0,70,0.8,-3.43,0
18/10/2017,0,19.7,74,14.9,942.7,0.6,74,5.2,-3.08,0
18/10/2017,10,18.9,69,13.1,942.7,1.1,41,3.8,439.6,0
18/10/2017,22,24,40,9.6,938.3,1.7,18,5.6,-3.54,0
18/10/2017,3,19,77,14.8,941.9,0.2,108,1,-3.22,0
18/10/2017,21,25.1,37,9.4,937.8,2.4,17,7,118.7,0
18/10/2017,20,26.9,33,9.2,937.5,3.9,13,7,868.6,0
18/10/2017,9,16.5,88,14.5,942.2,0,345,0.8,94.72,0
19/10/2017,18,28.9,27,7.9,935.5,2.4,31,8.4,2498,0
19/10/2017,2,16.7,68,10.7,939.8,0,62,1.2,-3.54,0
19/10/2017,1,18.7,58,10.2,939.8,0.1,13,1.2,-3.54,0
19/10/2017,4,14.7,77,10.6,939,0,97,0.3,-3.54,0
19/10/2017,8,15.2,82,12.1,938.1,1,354,3.4,-3.54,0
19/10/2017,20,27.5,29,8,934.9,2.9,32,6.4,761.6,0
19/10/2017,6,14,82,11.1,937.6,0.2,35,1.5,-3.54,0
19/10/2017,12,21,61,13.2,939.8,4.1,25,9.2,1723,0
19/10/2017,13,22.5,51,12,939.5,3.7,7,10.2,2046,0
19/10/2017,5,13.8,81,10.7,938.3,0,343,0.6,-3.54,0
19/10/2017,17,28.8,27,7.9,936.1,3.2,20,8.4,3153,0
19/10/2017,14,24.5,43,11.2,938.9,3.6,342,11,2981,0
19/10/2017,15,26.2,37,10.5,938.1,3.4,22,9.6,3707,0
19/10/2017,7,13.9,84,11.2,937.8,0.1,26,1.4,-3.54,0
19/10/2017,16,28.6,29,8.9,937.2,3.8,341,8.2,3540,0
19/10/2017,19,28.3,27,7.5,935.1,3,25,6.8,1633,0
19/10/2017,11,18.9,72,13.8,939.8,3.7,38,9.5,651.1,0
19/10/2017,0,20.4,52,10.2,939.7,0,42,1.8,-3.54,0
19/10/2017,10,18.7,72,13.6,939.4,4.7,27,9.4,474.7,0
19/10/2017,22,23,41,9.1,935.6,0.9,46,3.9,-3.54,0
19/10/2017,23,22.2,44,9.4,936.2,0.8,42,3.1,-3.54,0
19/10/2017,21,24.7,36,8.6,935.6,1.3,45,6.1,100.2,0
19/10/2017,9,17.9,77,13.8,938.7,3.2,15,7.4,97.81,0
19/10/2017,3,15.3,73,10.6,939.5,0,359,0,-3.54,0
20/10/2017,23,25.4,34,8.2,935.6,0,88,1.2,-3.54,0
20/10/2017,0,22.5,43,9.1,936.6,1.1,28,2.7,-3.54,0
20/10/2017,22,26.9,28,7,934.9,0.3,96,3.2,-3.54,0
20/10/2017,5,16.3,67,10.2,935.8,0.3,42,1.9,-3.54,0
20/10/2017,19,31.7,18,4.7,933.8,1.7,45,6.7,953.5,0
20/10/2017,12,25.8,46,13.4,937.5,3.3,10,9.1,2381,0
20/10/2017,6,16,69,10.3,935.6,0,61,1.9,-3.54,0
20/10/2017,3,18,59,9.8,936.7,0.5,48,1.1,-3.54,0
20/10/2017,13,27.5,40,12.6,937.2,3.7,1,7.8,3120,0
20/10/2017,2,18.8,56,9.7,937.1,0.2,59,1.1,-3.54,0
20/10/2017,15,30.8,28,10.4,936,3.2,12,8.6,3592,0
20/10/2017,7,16.8,67,10.5,935.8,0.3,337,3.5,-3.53,0
20/10/2017,18,32.7,16,3.2,933.7,2.7,46,5.7,1949,0
20/10/2017,14,29.6,33,11.4,936.7,3.2,24,8.6,3493,0
20/10/2017,8,17.9,63,10.7,936.2,1.2,21,3.5,-3.51,0
20/10/2017,17,32.5,17,4.4,934.3,2,31,9.6,2608,0
20/10/2017,16,32.8,20,7,935.1,2.7,322,8.6,3480,0
20/10/2017,21,28.1,24,5.6,934.5,0.4,125,3.1,83.4,0
20/10/2017,9,19.2,66,12.8,936.6,1,46,3.5,63.69,0
20/10/2017,20,31.3,18,4.5,934,1,57,4.9,408.1,0
20/10/2017,10,21.7,60,13.6,937.1,3,31,6.9,596.6,0
20/10/2017,1,20.3,49,9.2,937.1,0,49,2.6,-3.48,0
20/10/2017,11,23.7,55,14.2,937.5,3,41,7.2,1721,0
20/10/2017,4,16.6,65,10,936.3,0,48,1.1,-3.54,0
21/10/2017,3,19.6,55,10.3,936.8,0,194,1.2,-3.54,0
21/10/2017,5,17.7,64,10.8,936.3,0,279,0.7,-3.54,0
21/10/2017,8,16.1,78,12.2,937.1,0,54,0.7,-3.53,0
21/10/2017,1,23,43,9.6,936.7,0,144,0.8,-3.54,0
21/10/2017,12,27.3,41,12.7,938.4,3.7,14,8.3,2033,0
21/10/2017,22,28,35,11,935.6,0.4,143,3.7,-3.52,0
21/10/2017,6,17.2,68,11.2,936.3,0,6,0,-3.54,0
21/10/2017,23,19.8,89,17.9,938.6,1.4,176,12.5,-3.27,3.6
21/10/2017,14,31,27,9.9,937.2,3.9,349,9.7,2920,0
21/10/2017,13,29.3,30,10.1,937.9,4.9,21,9.1,2982,0
21/10/2017,2,21.1,48,9.7,936.5,0.1,248,0.7,-3.54,0
21/10/2017,7,16.4,72,11.5,936.6,0,21,0.5,-3.52,0
21/10/2017,11,25.7,49,14.2,938.5,2.6,1,5.3,1672,0
21/10/2017,15,31.2,26,9.6,936.5,3.3,17,9.7,2072,0
21/10/2017,17,32.3,23,8.3,934.6,3.9,346,10.6,2942,0
21/10/2017,9,16.3,77,12.3,937.7,0,198,0,72.97,0
21/10/2017,16,32.5,22,8.2,935.4,4.1,2,12.3,3113,0
21/10/2017,18,32.9,23,9,934,4.6,29,10.1,2275,0
21/10/2017,19,32.1,25,9.9,933.9,2.5,34,8.6,1140,0
21/10/2017,21,29.6,31,10.6,935,1.1,24,7,56.88,0
21/10/2017,10,21.7,62,14.1,938.3,0,292,0.6,627.2,0
21/10/2017,20,31.1,26,9.1,934.3,2.2,38,7.8,440.7,0
21/10/2017,4,18.5,60,10.7,936.6,0,258,0.8,-3.54,0
21/10/2017,0,24.7,36,8.6,936.3,0,121,1.6,-3.54,0
22/10/2017,6,18.5,95,17.7,936,0.4,201,2,-3.38,0.2
22/10/2017,4,18.8,92,17.5,937.8,0.3,144,5.5,-3.35,0.8
22/10/2017,12,25.4,63,17.9,936.6,3.2,14,6.5,1254,0
22/10/2017,22,19.5,87,17.2,934.6,1.7,75,7.4,-3.11,2.4
22/10/2017,1,19.3,93,18.2,938.2,0.3,215,3,-3.17,0
22/10/2017,20,30.4,32,11.9,932.6,0.4,70,5,467.9,0
22/10/2017,19,33.7,25,11,932.2,2.6,11,6.3,1523,0
22/10/2017,2,19.2,93,18.1,938,0,309,1.9,-2.95,0
22/10/2017,23,22.1,81,18.7,935.7,1,29,3.8,-2.49,0
22/10/2017,8,18.6,95,17.9,936,0,55,0.9,-2.65,0
22/10/2017,3,20.3,83,17.4,938.4,1.8,216,9.8,-1.68,0
22/10/2017,15,30.3,32,11.9,935.7,3.3,5,8.5,3126,0
22/10/2017,9,19,95,18.3,936.2,0.1,17,0.9,13,0
22/10/2017,10,20.4,92,19.1,936.4,0.6,33,1.5,202.5,0
22/10/2017,13,27.8,42,13.6,936.6,4,350,10,2281,0
22/10/2017,18,34.2,27,12.3,932.8,2.1,302,5.2,2272,0
22/10/2017,7,18.6,95,17.8,935.7,0.3,60,1.3,-2.47,0
22/10/2017,14,29.5,37,13.1,936.4,2.4,352,10,2080,0
22/10/2017,17,31.8,30,12.2,933.7,2.5,346,7.7,2434,0
22/10/2017,16,32.6,31,13.1,934.7,2.5,351,7.8,3478,0
22/10/2017,21,22.3,73,17.3,934.5,3.5,1,7.4,3.15,1.2
22/10/2017,11,23.3,75,18.7,936.9,2.7,11,5.5,616.8,0
22/10/2017,5,18.8,92,17.5,936.6,0.4,91,2.7,-3.49,0.6
22/10/2017,0,19.5,93,18.3,938,0.6,289,4.9,-3.09,7.2
23/10/2017,3,20,87,17.8,936.7,0.6,272,4.3,-3.49,0
23/10/2017,2,20.1,88,18.1,937.1,0.8,164,4.6,-3.53,0
23/10/2017,0,21,85,18.4,936.3,0.8,24,3.1,-3.4,0
23/10/2017,22,21.3,83,18.2,938,0.4,143,3.3,-3.32,0
23/10/2017,5,19.2,92,17.8,935.9,0.6,197,3.6,-3.32,0
23/10/2017,7,19.5,89,17.7,936.6,0.2,86,4.3,-2.36,0
23/10/2017,1,20.2,89,18.3,936.6,0.2,302,3.1,-3.5,0
23/10/2017,6,19.7,89,17.7,936.5,1.8,223,4.2,-2.38,0
23/10/2017,4,19.6,89,17.8,936.1,0.3,353,2.6,-3.47,0
23/10/2017,9,19.4,88,17.4,937.4,0.3,316,2.4,36.08,0
23/10/2017,17,24.3,69,18.3,936.8,0.9,28,4.2,1303,0
23/10/2017,12,22.8,70,17.2,938.5,0.8,144,3.2,1084,0
23/10/2017,15,25.4,62,17.6,937.7,0.8,84,4.5,1665,0
23/10/2017,11,21.7,77,17.4,938.3,0.4,170,2.3,708.1,0
23/10/2017,14,24.1,66,17.5,938.3,1.1,218,4.8,1143,0.2
23/10/2017,8,19.6,88,17.5,936.8,0.4,42,3.6,-3.01,0
23/10/2017,10,20.3,86,17.9,937.9,0.2,263,2,227.5,0
23/10/2017,16,26,62,18.2,937.3,1.5,233,4,1697,0
23/10/2017,21,21.7,81,18.2,938,0.1,84,4.4,34.02,0
23/10/2017,18,24,71,18.5,936.9,0.6,313,4.5,831,0
23/10/2017,13,24.2,64,17.1,938.4,0.7,228,3.1,1303,0
23/10/2017,19,24,73,18.8,936.9,0.9,22,3.8,531.8,0
23/10/2017,20,22.7,76,18.2,937.4,1,26,4.9,357.4,0
23/10/2017,23,20.3,90,18.6,938.3,0.6,204,2.7,-3.53,0
24/10/2017,8,19.1,92,17.7,937.8,0,34,1,-3.33,0
24/10/2017,18,26.5,55,16.7,936.4,0.8,240,3.2,680.9,0
24/10/2017,2,19.5,88,17.4,937.9,0.4,204,2.3,-3.25,0
24/10/2017,0,20.1,90,18.5,938.9,0.1,85,3,-3.41,0
24/10/2017,22,21.5,80,17.8,937.9,0.1,108,1.1,-2.75,0
24/10/2017,14,25.7,57,16.6,938.9,0.6,216,3.9,1514,0
24/10/2017,21,22.2,78,18.3,937.9,0,9,3,22.54,0
24/10/2017,1,19.6,90,17.9,938.8,0.1,78,2.2,-3.26,0
24/10/2017,16,27.2,52,16.6,937.5,0.8,264,4.4,1435,0
24/10/2017,15,25.8,58,16.9,938.4,1.6,216,4.8,1512,0
24/10/2017,9,19.1,92,17.7,938.3,0,36,1,34.44,0
24/10/2017,23,21.3,82,18.2,938.8,0.1,58,1.2,-3.22,0
24/10/2017,7,19,91,17.5,937.4,0.2,41,1,-3.37,0
24/10/2017,17,26.1,57,16.8,936.8,0.8,50,4.1,1345,0
24/10/2017,12,22.9,72,17.7,939.4,0.5,40,3.8,1170,0
24/10/2017,4,19.6,89,17.7,937.4,0.1,305,2.6,-3.15,0
24/10/2017,3,19.5,88,17.5,937.5,0.4,69,2.6,-3.28,0
24/10/2017,11,21.4,80,17.9,939.5,0.7,190,2.3,602.6,0
24/10/2017,13,24.4,65,17.3,939.1,1.1,6,3.9,1430,0
24/10/2017,5,19.4,89,17.5,936.9,0.2,316,2.8,-2.77,0
24/10/2017,19,26.2,57,17,936.5,0.8,219,3.1,508.6,0
24/10/2017,10,20.1,86,17.7,938.9,0.4,34,1.6,237.2,0
24/10/2017,20,24.6,64,17.3,937.5,0.9,315,3.3,266.9,0
24/10/2017,6,18.9,90,17.3,936.9,0,46,1.7,-3.45,0
25/10/2017,11,21,75,16.4,939.7,1.1,332,2.8,664.6,0
25/10/2017,19,29.3,36,12.7,934.8,1.6,10,4.4,1161,0
25/10/2017,0,20.4,85,17.8,939,0,85,0.7,-3.34,0
25/10/2017,22,23.7,52,13.2,935.9,0.4,1,2.7,-3.54,0
25/10/2017,6,18.9,91,17.4,937.6,0.4,37,1.9,-3.37,0
25/10/2017,18,29.9,34,12.4,935.1,1.2,214,3.8,1676,0
25/10/2017,2,19.5,88,17.5,938.8,0,123,0.8,-3.16,0
25/10/2017,5,18.7,92,17.4,937.6,0,2,0.7,-3.36,0
25/10/2017,3,18.7,90,17,938.4,0.1,53,0.5,-3.34,0
25/10/2017,23,20.9,63,13.5,936.5,0,259,1.5,-3.54,0
25/10/2017,10,20.2,81,16.8,939.6,0.4,44,2.1,554.4,0
25/10/2017,4,18.2,92,16.9,937.8,0,47,0.5,-3.54,0
25/10/2017,8,18.7,92,17.3,938.5,0,288,1.4,-2.16,0
25/10/2017,12,21.9,70,16.3,939.4,1.9,35,3.5,1014,0
25/10/2017,14,25.4,52,14.8,938.4,2.3,289,5.2,2754,0
25/10/2017,13,23.6,62,16,939,0.5,17,3.5,1229,0
25/10/2017,7,18.8,91,17.3,938.3,0.1,52,2.1,-1.61,0
25/10/2017,21,25.6,46,13,935.3,1.2,17,5.2,125.2,0
25/10/2017,17,29.2,43,15.1,935.8,1.3,216,6.8,2600,0
25/10/2017,15,26.7,46,14.3,937.8,1.1,348,5.9,2068,0
25/10/2017,16,28.6,37,12.5,936.8,2.8,25,6.8,3250,0
25/10/2017,1,19.7,88,17.6,939.1,0.1,102,2.1,-3.54,0
25/10/2017,9,18.9,91,17.4,939.2,0.2,286,1.2,96.06,0
25/10/2017,20,28.5,38,12.8,935,1.6,4,5.4,855.3,0
26/10/2017,4,16.6,86,14.2,935.1,0,10,1.1,-3.54,0
26/10/2017,22,23.3,56,13.9,934.4,0.7,30,4.6,-3.54,0
26/10/2017,0,19.7,67,13.3,936.6,0,87,0.2,-3.54,0
26/10/2017,23,21.4,63,14,934.7,0,43,2.5,-3.54,0
26/10/2017,17,28.3,40,13.4,934.1,1.9,70,5.9,3156,0
26/10/2017,1,18.6,73,13.7,936.8,0,213,0,-3.54,0
26/10/2017,5,16.4,86,14,934.8,0,56,1,-3.54,0
26/10/2017,6,16.8,84,14.1,934.8,0,80,0.9,-3.54,0
26/10/2017,16,26.8,45,13.8,935.2,2,2,7,3435,0
26/10/2017,12,20.2,73,15.1,937.7,2.4,22,6.7,474,0
26/10/2017,21,24.7,49,13.4,933.7,1.8,358,4.9,32.85,0
26/10/2017,2,17.4,80,13.8,936.2,0,357,0.2,-3.54,0
26/10/2017,11,20.2,73,15.2,937.4,3.2,31,7,504.5,0
26/10/2017,13,22,66,15.3,937.7,2.3,14,7,966.4,0
26/10/2017,15,25,48,13.1,936.3,2,335,6.9,3346,0
26/10/2017,7,17.5,82,14.5,935.3,0.5,40,1.4,-3.53,0
26/10/2017,14,23.1,59,14.7,937.3,2.5,46,6,1395,0
26/10/2017,10,19.6,76,15.3,937.2,2.9,19,7.4,261.3,0
26/10/2017,19,28.2,41,13.6,933.4,2.2,18,6.9,1650,0
26/10/2017,9,19.2,77,15.2,936.3,2.2,23,4.6,87.47,0
26/10/2017,18,28.2,39,13.1,933.2,2.9,8,6.1,2468,0
26/10/2017,8,18.7,77,14.5,935.6,1.3,39,3,-3.28,0
26/10/2017,3,17.3,82,14.3,935.6,0.1,78,0.9,-3.54,0
26/10/2017,20,26,45,13.3,933.7,2.7,5,5.5,307.6,0
27/10/2017,13,26.1,52,15.6,934.7,3.1,6,10.6,2894,0
27/10/2017,3,18.2,79,14.5,934.1,0,264,1.9,-3.54,0
27/10/2017,14,28.2,46,15.6,934,4.3,330,10.5,3372,0
27/10/2017,0,20.4,68,14.4,934.9,0.2,45,1.2,-3.54,0
27/10/2017,22,20.4,94,19.5,931.3,0,117,1.2,-3.21,0
27/10/2017,2,18.5,79,14.8,934.2,0.6,47,1.9,-3.54,0
27/10/2017,10,21,69,15.2,934.6,3.6,19,7.6,371.4,0
27/10/2017,23,20.7,94,19.7,931.9,0,3,1.1,-2.98,0.2
27/10/2017,1,19.3,74,14.5,934.9,0.1,58,1.1,-3.54,0
27/10/2017,12,23.3,63,16,935.1,3.5,14,9.5,1328,0
27/10/2017,11,22.4,65,15.5,934.8,3.5,39,7.6,913.5,0
27/10/2017,4,17.5,83,14.7,933.7,0,121,0.9,-3.54,0
27/10/2017,6,17.3,83,14.5,932.8,0,47,1.1,-3.53,0
27/10/2017,5,17.4,83,14.4,933.2,0.4,65,1,-3.53,0
27/10/2017,9,19.8,71,14.4,934.4,1.7,2,4.1,90.45,0
27/10/2017,16,29.8,40,14.9,931.5,2.6,36,7.8,2345,0
27/10/2017,20,20.6,91,19,930.2,0.2,94,2.9,35.39,1.2
27/10/2017,21,20.4,93,19.2,930.6,0.5,75,1.6,13.76,0.8
27/10/2017,15,29.6,42,15.5,932.6,2.8,20,10.5,3320,0
27/10/2017,7,16.6,86,14.3,932.9,0.1,48,0.9,-3.41,0
27/10/2017,19,23.1,74,18.1,930.2,0.9,47,3.2,213,0.2
27/10/2017,17,29.4,42,15.2,930.9,2,47,8.3,1963,0
27/10/2017,18,27.7,49,16,930.2,1,57,5,444.3,0
27/10/2017,8,16.8,85,14.3,933.7,0,97,0.7,-3.1,0
28/10/2017,21,23.1,74,18.3,931.4,1.2,45,5.3,103,0
28/10/2017,2,22.2,78,18.2,932.3,2.8,25,6.8,-3.51,0
28/10/2017,11,18.2,92,16.9,935.5,1.6,23,5.7,174,2.4
28/10/2017,23,20.6,85,18,932.6,0.1,62,2.3,-3.54,0
28/10/2017,5,20,84,17.2,931.2,0.1,213,2.5,-3.14,0
28/10/2017,20,25,66,18.2,931.1,2.3,28,5.9,744.8,0
28/10/2017,0,20.5,94,19.5,931.9,1,41,2.1,-2.53,0
28/10/2017,22,21.3,84,18.4,932.2,0.6,44,3.5,-3.54,0
28/10/2017,4,20.7,82,17.5,931.8,0.5,315,2.1,-3.48,0
28/10/2017,10,18.2,93,17.1,935.1,1.2,40,4.2,95.01,1.6
28/10/2017,1,22.8,76,18.3,932.1,2.4,31,5.8,-2.77,0
28/10/2017,3,21,81,17.7,932,0.6,359,5.7,-3.24,0
28/10/2017,8,18.6,89,16.7,934.2,2.3,317,9.1,-2.82,5.8
28/10/2017,13,18.9,91,17.4,934.4,2.8,10,5.6,303.1,0.6
28/10/2017,7,18.7,92,17.3,933.5,1.6,245,6.7,-3.2,3.8
28/10/2017,6,19.6,85,17,932.3,0.4,191,2.1,-3,0
28/10/2017,12,18.5,92,17.1,935,2.2,43,4.5,312.2,0.8
28/10/2017,15,21.5,82,18.3,933.1,2.1,10,5.1,1057,0
28/10/2017,14,19.8,88,17.8,933.6,0.8,331,5.6,626.4,0.2
28/10/2017,17,24.4,68,18.1,931.6,3,359,7.9,2328,0
28/10/2017,16,23.8,74,18.7,932.2,2.3,23,5.9,2791,0
28/10/2017,9,18.7,88,16.6,934.6,1.6,317,5.2,9.585,2.2
28/10/2017,19,25.2,66,18.5,931,2.8,28,8.1,1223,0
28/10/2017,18,24.8,67,18.3,931.1,2.9,14,8.1,1351,0.2
29/10/2017,4,18.6,92,17.3,932.5,0,161,0.9,-3.51,0
29/10/2017,17,29.4,48,17.4,931.7,1.6,221,5.2,1401,0
29/10/2017,11,23.3,76,18.9,934.7,0.3,246,1,847.4,0
29/10/2017,23,21.4,76,16.9,933,0,253,1.4,-2.97,0
29/10/2017,1,19.3,90,17.6,933.5,0,137,0.8,-3.54,0
29/10/2017,3,18.6,92,17.3,932.6,0,329,1.1,-3.52,0
29/10/2017,0,19.6,89,17.7,933.1,0.1,43,1.1,-3.54,0
29/10/2017,19,23.1,82,19.8,931.9,1,123,5.9,113.5,0.2
29/10/2017,2,18.9,91,17.4,933,0,309,0.5,-3.53,0
29/10/2017,9,18.3,95,17.4,933.7,0,220,0,102,0
29/10/2017,14,28.7,47,16.2,934.4,0.9,293,3.5,2112,0
29/10/2017,20,22.9,75,18.3,931.8,0.2,188,3.6,250,0
29/10/2017,10,21.1,86,18.7,933.9,0,299,0,588.4,0
29/10/2017,7,17.7,94,16.8,932.6,0,112,0.5,-3.25,0
29/10/2017,22,21.9,79,18.1,932.6,0.3,66,1.5,-3.26,0
29/10/2017,6,18.1,94,17.1,932.5,0,117,1.1,-3.46,0
29/10/2017,5,18.1,94,17.1,932.5,0,107,0.5,-3.53,0
29/10/2017,13,26.8,60,18.3,935.1,1.3,284,3,1559,0
29/10/2017,21,21.8,79,18.1,932,0.1,92,1.3,106.3,0
29/10/2017,12,25.6,67,19.1,935.2,1,273,2,1173,0
29/10/2017,18,25.8,64,18.4,932,2,240,7.5,182.6,0
29/10/2017,15,31.9,43,17.7,933.5,2,291,5.5,3231,0
29/10/2017,16,31.1,43,17,932.2,1.8,256,6.2,2115,0
29/10/2017,8,17.7,95,16.8,933.1,0,233,0,-3.02,0
30/10/2017,7,20.3,84,17.4,932.9,0.7,21,3.3,-3.48,0
30/10/2017,14,26.6,58,17.6,932.9,3.1,342,6.7,2535,0
30/10/2017,5,20.7,85,18,932.9,1,336,2.2,-3.21,0
30/10/2017,21,23.1,70,17.5,930.5,2.4,24,7.1,60.77,0
30/10/2017,0,21,81,17.5,933.4,0.1,32,0.8,-3.04,0
30/10/2017,10,21,83,18,934.2,0.2,139,1.9,388.8,0
30/10/2017,2,20.2,82,17,933.5,0.2,178,1.2,-3.45,0
30/10/2017,1,21.1,77,16.9,933.5,0.4,135,2.4,-3.13,0
30/10/2017,3,20.1,86,17.6,933.8,0.1,43,1.1,-3.29,0
30/10/2017,6,20.5,84,17.7,932.5,1.2,3,3,-3.04,0
30/10/2017,4,20.5,84,17.8,933.2,0,181,1.4,-3.1,0
30/10/2017,12,22.8,74,17.8,934,1.1,22,3.6,1168,0
30/10/2017,11,21.5,83,18.5,934.1,0.5,30,2.4,463.8,0
30/10/2017,23,22.4,71,16.9,931.6,2.1,18,5.1,-3.54,0
30/10/2017,22,22.4,74,17.5,931,0.7,6,4.8,-3.54,0
30/10/2017,18,26.6,50,15.2,930.6,4.3,360,10.5,2011,0
30/10/2017,20,24.2,63,16.8,930.3,4,23,7.7,733,0
30/10/2017,13,24.4,66,17.7,933.3,2.4,30,4.1,1481,0.2
30/10/2017,15,27.3,51,16.4,932.1,3.8,16,8,3592,0
30/10/2017,17,26.4,51,15.4,931.2,3.6,23,12.8,3069,0
30/10/2017,8,19.7,87,17.4,932.9,0.2,53,3.3,-2.71,0
30/10/2017,16,27.5,49,15.8,931.7,3.4,3,9.4,3206,0
30/10/2017,9,19.7,88,17.7,933.7,0,206,1.3,54.96,0
30/10/2017,19,25.4,57,16.3,930.1,2.4,12,11.1,1546,0
31/10/2017,7,19.8,89,18,929.3,1.8,358,7.4,-3.5,0.2
31/10/2017,10,20.8,88,18.8,931.5,0.9,355,4.4,197.8,0
31/10/2017,6,20,91,18.4,928.9,3,19,6.5,-3.47,0.4
31/10/2017,21,21.5,88,19.4,929.3,0.7,103,6.5,10.58,3
31/10/2017,0,22,74,17.2,931.6,2.2,10,6.6,-3.54,0
31/10/2017,9,20.1,89,18.2,930.6,2.2,29,4.8,114.2,0
31/10/2017,16,29.3,49,17.5,929.2,2.6,289,8.1,1676,0
31/10/2017,18,30.5,47,17.8,927.9,1.5,289,5,1256,0
31/10/2017,8,19.6,88,17.5,930.3,2.4,19,5.9,-2.36,0
31/10/2017,1,21.7,78,17.7,931.8,1.7,13,4.7,-3.53,0
31/10/2017,3,21.4,82,18.3,931.4,1.2,6,4.3,-3.19,0
31/10/2017,20,29.3,42,15.2,928,1.8,236,6.7,534.6,0
31/10/2017,5,20,91,18.6,929.6,1.8,42,6.4,-3.19,0.6
31/10/2017,2,21.4,82,18.1,931.2,1.7,25,4.6,-3.51,0
31/10/2017,11,22.6,81,19.3,931.6,2.7,21,5.9,1083,0
31/10/2017,17,29.7,49,17.7,928.4,2.1,323,6,2169,0
31/10/2017,19,31.6,34,13.6,927.6,3,261,8.3,1685,0
31/10/2017,4,21.3,83,18.3,931.1,2.2,301,4.8,-1.33,0
31/10/2017,15,30.3,47,17.8,929.8,2.8,307,8.1,3805,0
31/10/2017,13,24.9,67,18.4,931,1.6,338,6.1,1757,0
31/10/2017,12,24.1,71,18.4,931.4,2.5,322,6.5,1988,0
31/10/2017,14,27.8,58,18.7,930.3,2.9,298,6.5,3202,0
31/10/2017,22,22.2,83,19.1,930.6,1.5,137,6.5,-2.52,0
31/10/2017,23,21.6,80,18,932.4,1.3,220,6.6,-2.56,0
01/11/2017,5,17.5,87,15.3,933,0.3,208,3.9,-3.54,0
01/11/2017,1,20.5,80,16.9,933.8,1.6,252,7.8,-2.74,0
01/11/2017,18,19.9,82,16.7,936.2,0.1,120,3.5,515.1,0
01/11/2017,3,19.5,80,15.9,934.2,0.5,161,4.9,-3.5,0
01/11/2017,17,19.8,84,17,936.2,0.5,19,2.9,606.9,0.2
01/11/2017,21,19.3,85,16.6,937.4,0,39,1.8,12.99,0
01/11/2017,4,18.9,81,15.6,933.6,0.6,56,6,-3.46,0
01/11/2017,2,20.2,78,16.2,934.1,1.2,217,6.3,-2.25,0
01/11/2017,6,18.2,85,15.7,933.4,1.2,191,3.9,-3.53,0
01/11/2017,19,19.9,80,16.3,936,0.1,28,2.8,165.3,0
01/11/2017,8,18.2,80,14.8,934.6,0.6,170,5.1,-2.02,0
01/11/2017,9,18.4,78,14.6,935.3,0.9,203,5.2,73.47,0
01/11/2017,20,19.8,82,16.5,936.7,0.1,46,1.8,124.7,0
01/11/2017,10,18.7,77,14.5,936.1,1.2,226,4.1,219.4,0
01/11/2017,22,18.8,87,16.5,937.9,0.1,41,1.3,-1.69,0
